beer,brewery,style,status
Category 12 Wild IPA,Category 12 Brewing,IPA - Sour / Wild,series seasonal
Bomber Choqlette Chocolate Porter,Bomber Brewing,Porter - Flavored,special seasonal
Howe Sound 4 Way Fruit Ale,Howe Sound Brewing,Flavored - Fruit,summer seasonal
33 Acres of Nirvana (2016-),33 Acres Brewing Co.,IPA,regular
Moody Affable IPA,Moody Ales & Co,IPA,regular
Howe Sound Hopraiser IPA,Howe Sound Brewing,IPA,regular
Phillips Tiger Shark Citra Pale Ale,Phillips Brewing & Malting Co.,Pale Ale - American (APA),regular
Strathcona Beautiful Pale Ale,Strathcona Beer Company,Pale Ale - American (APA),regular
Tree Molto Bella ,Tree Brewing Co. (Fireweed Brewing Corp),IPA - Flavored,special seasonal
Steel & Oak Wolven,Steel & Oak Brewing Co.,Sour Flemish Ale - Flanders Red / Oud Bruin,special seasonal
Four Winds Apparition,Four Winds Brewing Co.,IPA - White,special seasonal
Category 12 Excitation Cacao Nib Espresso Stout,Category 12 Brewing,Stout - Flavored / Pastry,regular
Dead Frog Fearless IPA,Dead Frog Brewery,IPA,special seasonal
Île Sauvage Raspberry Golden Sour,Île Sauvage Brewing Company,Sour / Wild Beer - Flavored,regular
Dageraad Antwerpen,Dageraad Brewing,Tripel,regular
Hoyne Down Easy Pale Ale,Hoyne Brewing Co.,Pale Ale - American (APA),regular
Strange Fellows Popinjay Sour,Strange Fellows Brewing,Sour / Wild Beer,special seasonal
The Parkside Dreamboat Hazy IPA,The Parkside Brewery (Canada),IPA,regular
Moon Under Water The Shaft,Moon Under Water Brewery,Stout - Imperial Flavored / Pastry,regular
Steamworks Lions Gate Lager,Steamworks Brewing Co. (Canada),Pale Lager - American,regular
Strange Fellows Fellowship Breakfast with Boris,Strange Fellows Brewing,Stout - Imperial,special seasonal
Twin Sails Lush Crush,Twin Sails Brewing,Pale Ale - American (APA),special seasonal
Fuggles The Last Strawberry Wit,Fuggles Beer,Flavored - Fruit,summer seasonal
Dead Frog Super Fearless Imperial IPA,Dead Frog Brewery,IIPA DIPA - Imperial / Double IPA,special seasonal
Brassneck Dark Place - American Oak,Brassneck Brewery,Porter,special seasonal
Parallel 49 Cheap Perfume,Parallel 49 Brewing Company,IIPA DIPA - Imperial / Double Hazy (NEIPA),regular
Four Winds Pilsner,Four Winds Brewing Co.,Pilsener - Bohemian / Czech,regular
Russell Hop Therapy Double IPA,Russell Brewing Co.,IIPA DIPA - Imperial / Double IPA,regular
Four Winds Pale Ale,Four Winds Brewing Co.,Pale Ale - American (APA),regular
Bomber ESB,Bomber Brewing,Bitter - Premium / Strong / Extra Special (ESB),regular
Beere Mental Floss,Beere Brewing Co.,IIPA DIPA - Imperial / Double Hazy (NEIPA),regular
Persephone Keller Pilsner,Persephone Brewing Company,Zwickelbier / Kellerbier / Landbier,summer seasonal
Boombox Rad Seeker IPA,Boombox Brewing Company,IPA,special seasonal
Four Winds / The Commons Common Winds,Four Winds Brewing Co.,Sour / Wild Beer,regular
Fernie What the Huck,Fernie Brewing Co.,Flavored - Fruit,summer seasonal
Twin Sails High Socks,Twin Sails Brewing,IPA,regular
Strathcona Big Sexy Funk,Strathcona Beer Company,IPA - Hazy (NEIPA),regular
Central City / Quidi Vidi Hop To The East,Central City Brewers + Distillers,Wheat Ale - India / Hopfenweisse,special seasonal
Dageraad Randonneur Saison,Dageraad Brewing,Saison / Farmhouse / Grisette,autumn seasonal
Tree Vertical Winter Ale,Tree Brewing Co. (Fireweed Brewing Corp),Strong Ale - English,winter seasonal
Whistler Chestnut Ale,Whistler Brewing Co. (NorthAm Beverages),Flavored - Other,autumn seasonal
Barkerville Wandering Camel IPA,Barkerville Brewing Co.,IPA,regular
Parallel 49 Tasty Mon Stout,Parallel 49 Brewing Company,Stout - Dry / Irish,special seasonal
R&B East Side Bitter,R&B Brewing Co.,Pale Ale - English,regular
Brassneck Killjoy Export Stout,Brassneck Brewery,Stout - Extra / Foreign / Tropical,special seasonal
Moon Under Water Hip as Funk Farmhouse IPA,Moon Under Water Brewery,IPA,regular
Fernie Black Mammoth Winter Ale,Fernie Brewing Co.,Strong Ale - American,winter seasonal
Phillips 6IX,Phillips Brewing & Malting Co.,IPA,regular
R&B Red Devil Pale Ale,R&B Brewing Co.,Pale Ale - English,regular
Parallel 49 / Central City Schwarzwald,Parallel 49 Brewing Company,Porter - Imperial,special seasonal
Main Street Pilsner,Main Street Brewing (Canada),Pilsener / Pils / Pilsner,regular
Strange Fellows Strange Resemblance,Strange Fellows Brewing,Sour / Wild Beer,special seasonal
Field House Salted Black Porter,Field House Brewing Co.,Porter - Flavored,regular
Phillips Crookeder Tooth Barrel Aged Pumpkin Ale,Phillips Brewing & Malting Co.,Flavored - Pumpkin / Vegetables,autumn seasonal
Field House Imperial Stout with Rum & Tahitian Vanilla,Field House Brewing Co.,Stout - Imperial Flavored / Pastry,regular
Whistler Premium Export Lager,Whistler Brewing Co. (NorthAm Beverages),Pale Lager - International / Premium,regular
Four Winds / Bellwoods Fog Zombie,Four Winds Brewing Co.,IIPA DIPA - Imperial / Double IPA,special seasonal
Deep Cove Sun Kissed Saison,Deep Cove Brewers and Distillers,Saison / Farmhouse / Grisette,regular
Four Winds Greg,Four Winds Brewing Co.,IPA,regular
Moon Under Water The Victorious Weizenbock,Moon Under Water Brewery,Weissbier - Weizenbock,winter seasonal
Moon Under Water This Is Hefeweizen,Moon Under Water Brewery,Weissbier - Hefeweizen,regular
Tofino Tuff Session Ale,Tofino Brewing Company,Pale Ale - American (APA),regular
Stanley Park Noble Pilsner,Stanley Park Brewing (AB InBev),Pale Lager - International / Premium,regular
Fernie Java the Hut,Fernie Brewing Co.,Stout - Milk / Sweet,winter seasonal
Bridge Uganda Sipi Coffee Brown Ale,Bridge Brewing Company,Brown Ale,regular
Longwood Full Patch Pumpkin,Longwood Brewery,Flavored - Pumpkin / Vegetables,autumn seasonal
Fernie Ghostrider,Fernie Brewing Co.,Brown Ale,autumn seasonal
Twin Sails Vaporwave,Twin Sails Brewing,IPA - Sour / Wild,regular
Lighthouse Black Sam Licorice Stout,Lighthouse Brewing Co. (Canada),Stout,special seasonal
Driftwood Ale,Driftwood Brewery,Pale Ale - American (APA),regular
Category 12 Critical Point Pale Ale,Category 12 Brewing,Pale Ale - American (APA),regular
Moon Under Water / Merridale Melange a Trois,Moon Under Water Brewery,Barley Wine / Wheat Wine / Rye Wine,special seasonal
Four Winds Opulence ,Four Winds Brewing Co.,Saison / Farmhouse - Flavored,regular
Spinnakers Jamesons Scottish Ale,Spinnakers Brewpub,Scottish Ale,regular
Okanagan Spring Mild Winter Ale,Okanagan Spring Brewery (Sleeman - Sapporo),Mild Ale,winter seasonal
Central City Red Racer Superfruit IPA ,Central City Brewers + Distillers,IPA,special seasonal
Twin Sails Day-Blink Simcoe Pale Ale,Twin Sails Brewing,Pale Ale - American (APA),summer seasonal
Fernie Free Fall,Fernie Brewing Co.,IIPA DIPA - Imperial / Double IPA,series seasonal
Bomber Park Life Passion Fruit Ale,Bomber Brewing,Flavored - Fruit,spring seasonal
Central City Red Racer Amber,Central City Brewers + Distillers,Red Ale / International Amber Ale,regular
33B / Temporal Artisan Ales EXP.014.MkVI - Imperial Stout,33 Brewing Experiment - 33B (33 Acres Brewing Co.),Stout - Imperial,regular
Twin Sails Two Straws - Peach,Twin Sails Brewing,IPA - Milkshake / Smoothie,special seasonal
Brassneck One Trick Pony - Citra,Brassneck Brewery,IIPA DIPA - Imperial / Double IPA,series seasonal
Driftwood Latus,Driftwood Brewery,Sour / Wild Beer,regular
Phillips Instigator Doppelbock,Phillips Brewing & Malting Co.,Bock - Doppelbock,winter seasonal
Lighthouse Beacon India Pale Ale,Lighthouse Brewing Co. (Canada),IPA,regular
Phillips Trainwreck Barley Wine - Barrel Aged,Phillips Brewing & Malting Co.,Barley Wine / Wheat Wine / Rye Wine,special seasonal
Superflux Dreamscape,Superflux Beer Company,IPA - Hazy (NEIPA),regular
Twin Sails / Collective Arts Thunder Buddies,Twin Sails Brewing,IIPA DIPA - Imperial / Double IPA,regular
Okanagan Spring Apricot Summer Weizen ,Okanagan Spring Brewery (Sleeman - Sapporo),Flavored - Fruit,summer seasonal
"Twin Sails Lights Out (2021, 2022)",Twin Sails Brewing,Stout - Imperial Flavored / Pastry,regular
Spinnakers Das Razz,Spinnakers Brewpub,Flavored - Fruit,special seasonal
"Backcountry Okay I Believe You, But My Tommy Gun Don’t⁠",Backcountry Brewing (Canada),Stout - Imperial Flavored / Pastry,regular
Phillips 9 Donkeys of the Hopocalypse (9th Anniversary),Phillips Brewing & Malting Co.,IIPA DIPA - Imperial / Double IPA,special seasonal
Howe Sound Three Beavers Imperial Red Ale,Howe Sound Brewing,Strong Ale - American,special seasonal
Twin Sails Space Armadillo ,Twin Sails Brewing,IIPA DIPA - Imperial / Double IPA,regular
Twin Sails Cash Only,Twin Sails Brewing,IIPA DIPA - Imperial / Double Hazy (NEIPA),special seasonal
Townsite Perfect Storm Oatmeal Stout,Townsite Brewing,Stout - Oatmeal,spring seasonal
Steel & Oak Anvil,Steel & Oak Brewing Co.,Stout - Imperial,regular
Granville Island Scottish Ale,Granville Island Brewing (Six Pints - Molson Coors),Scottish Ale,winter seasonal
Phillips Chucklehead,Phillips Brewing & Malting Co.,IPA,regular
Red Truck IPA,Red Truck Beer Company (MJG - Mark James Group),IPA,regular
Phillips Black Jackal,Phillips Brewing & Malting Co.,Stout - Imperial Flavored / Pastry,regular
Brassneck Inertia III - Woodinville BA,Brassneck Brewery,Stout - Imperial,special seasonal
R&B Spirit Chaser Sumatra Coffee Porter,R&B Brewing Co.,Porter - Flavored,regular
Cannery Naramata Nut Brown,Cannery Brewing,Brown Ale,regular
Category 12 Unsanctioned Saison,Category 12 Brewing,Saison / Farmhouse / Grisette,regular
Howe Sound La Brew Ha Ha!,Howe Sound Brewing,Belgian Ale - Strong Pale,regular
Superflux / Boombox Pablo Esco Gnar,Superflux Beer Company,IPA - Hazy (NEIPA),regular
Field House Altus Talus Double IPA,Field House Brewing Co.,IIPA DIPA - Imperial / Double IPA,regular
Granville Island Barley Wine 2013/2014 (Bourbon),Granville Island Brewing (Six Pints - Molson Coors),Barley Wine / Wheat Wine / Rye Wine,winter seasonal
Superflux Indulgeousness v.1 (Nanaimo Bar Version),Superflux Beer Company,Stout - Imperial Flavored / Pastry,regular
Twin Sails Beach Week,Twin Sails Brewing,IIPA DIPA - Imperial / Double IPA,special seasonal
Superflux Indulgeousness v.3 (Vanilla Version),Superflux Beer Company,Stout - Imperial Flavored / Pastry,regular
Main Street Half-Time Session IPA,Main Street Brewing (Canada),ISA - Session IPA,regular
Container Seawise Giant,Container Brewing,Stout - Imperial,regular
Backcountry Everything's Coming up Milhouse,Backcountry Brewing (Canada),IPA,special seasonal
Old Abbey Ales Brett IPA,Old Abbey Ales,IPA,regular
Dageraad Amber,Dageraad Brewing,Belgian Ale - Pale / Golden / Single,regular
Dageraad Sri Lanka,Dageraad Brewing,Dubbel,spring seasonal
Twin Sails Front Lawn Bench Press Double IPA,Twin Sails Brewing,IIPA DIPA - Imperial / Double IPA,regular
Spinnakers Iceberg Pale Ale,Spinnakers Brewpub,IPA,special seasonal
Steamworks Salted Chocolate Porter,Steamworks Brewing Co. (Canada),Porter - Flavored,regular
Brassneck Wingman - Amarillo & Citra,Brassneck Brewery,Pale Ale - American (APA),series seasonal
Howe Sound Wee Beastie,Howe Sound Brewing,Scotch Ale / Wee Heavy,special seasonal
Twin Sails / Merit Cool Cool Cool,Twin Sails Brewing,Stout - Milk / Sweet,special seasonal
Backcountry Are You Suggesting Coconuts Migrate?,Backcountry Brewing (Canada),Stout - Imperial Flavored / Pastry,regular
Steamworks Brut IPA ,Steamworks Brewing Co. (Canada),IPA - Brut,regular
Stanley Park 1897 Amber Ale,Stanley Park Brewing (AB InBev),Red Ale / International Amber Ale,regular
Hoyne Devil's Dream IPA,Hoyne Brewing Co.,IPA,regular
Spinnakers NWA North West Ale ,Spinnakers Brewpub,Pale Ale - American (APA),regular
Luppolo Double Coat Double IPA,Luppolo Brewing Company,IIPA DIPA - Imperial / Double IPA,regular
Parallel 49 White Sour - Chardonnay Barrel Aged ,Parallel 49 Brewing Company,Sour / Wild Beer,special seasonal
Granville Island Two Tides India Session Ale,Granville Island Brewing (Six Pints - Molson Coors),ISA - Session IPA,regular
Tree London Spy Porter,Tree Brewing Co. (Fireweed Brewing Corp),Porter,regular
Mt. Begbie Darkside of the Stoke Coffee Stout,Mt. Begbie Brewing Co.,Stout,regular
33B EXP.003.MkVI - Fluffy Cloud IPA ,33 Brewing Experiment - 33B (33 Acres Brewing Co.),IPA - Hazy (NEIPA),regular
Studio Concrete Overcoat,Studio Brewing,Porter - Imperial,regular
Whistler Function Junction Northwest Pale Ale,Whistler Brewing Co. (NorthAm Beverages),Pale Ale - American (APA),regular
"Backcountry / Temporal Artisan Ales We’re All Fine Here Now, Thank You. How Are You?⁠",Backcountry Brewing (Canada),Stout - Imperial Flavored / Pastry,regular
Central City / Prince Edward Island Brewing Biere d'ici Honey Ale,Central City Brewers + Distillers,Bière de Garde / de Mars / Brut,special seasonal
Dageraad 6°,Dageraad Brewing,Dubbel,regular
Driftwood Clodhopper Local Malt Dubbel,Driftwood Brewery,Dubbel,special seasonal
Stanley Park Trail Hopper IPA,Stanley Park Brewing (AB InBev),IPA,regular
Luppolo Albicocchina - Barrel Aged Apricot Sour,Luppolo Brewing Company,Sour / Wild Beer - Flavored,special seasonal
Bridge Side Kick,Bridge Brewing Company,ISA - Session IPA,regular
Powell Whiskey Barrel Porter,Powell Brewery,Porter,special seasonal
Four Winds Orbulus - Pinot Noir,Four Winds Brewing Co.,Saison / Farmhouse / Grisette,regular
Dageraad Rainshine,Dageraad Brewing,Blonde Ale / Golden Ale,regular
Central City / Yukon Swift Currant,Central City Brewers + Distillers,Traditional Ale - Other,special seasonal
Central City Eclipse,Central City Brewers + Distillers,Porter - Imperial,regular
Granville Island Cloak & Dagger Cascadian Dark Ale,Granville Island Brewing (Six Pints - Molson Coors),IPA - Black / Brown / Cascadian Dark,regular
Fuggles / Powell Hikari,Fuggles Beer,Sour / Wild Beer,regular
Driftwood / Hoyne Rock Bay Mash Up Baltic Porter,Driftwood Brewery,Porter - Baltic,special seasonal
R&B Raven Cream Ale,R&B Brewing Co.,Mild Ale,regular
Bomber Citizen Cane,Bomber Brewing,Stout - Imperial,regular
Main Street Cantus Fermus,Main Street Brewing (Canada),Sour / Wild Beer,special seasonal
Twin Sails Volcano King,Twin Sails Brewing,IIPA DIPA - Imperial / Double Hazy (NEIPA),special seasonal
Central City Red Racer Jitter Buzz,Central City Brewers + Distillers,Stout - Imperial,special seasonal
R&B Goseanna,R&B Brewing Co.,Gose - Flavored,special seasonal
Brassneck Bjørn Again,Brassneck Brewery,Saison / Farmhouse / Grisette,regular
Tree Jumpin Jack India Pumpkin Ale,Tree Brewing Co. (Fireweed Brewing Corp),IPA - Flavored,special seasonal
Parallel 49 Please Sir S'more Stout,Parallel 49 Brewing Company,Stout - Imperial,special seasonal
Steel & Oak Eleven Boroughs,Steel & Oak Brewing Co.,IPA,regular
Brassneck Echolocation,Brassneck Brewery,IIPA DIPA - Imperial / Double IPA,special seasonal
Mission Springs Fat Guy Stout,Mission Springs Brewing Company (Springs Group),Stout - Milk / Sweet,regular
Wild Ambition Blending in,Wild Ambition Brewing,Sour / Wild Beer,regular
Dageraad / Boombox Disco Strobe,Dageraad Brewing,Saison / Farmhouse / Grisette,regular
Strange Fellows Blackmail Northwest Stout,Strange Fellows Brewing,Stout,regular
Field House Cuvee Blanc Farmhouse,Field House Brewing Co.,Saison / Farmhouse / Grisette,special seasonal
Dageraad 10°,Dageraad Brewing,Quadrupel / Abt,regular
Backcountry And in the Darkness Bind Them⁠,Backcountry Brewing (Canada),Stout - Imperial Flavored / Pastry,regular
Main Street Saison No. 7,Main Street Brewing (Canada),Saison / Farmhouse / Grisette,special seasonal
Brassneck Changeling - Viognier Grape Must,Brassneck Brewery,Sour / Wild Beer,series seasonal
Twin Sails Big Boy Pants,Twin Sails Brewing,IIPA DIPA - Imperial / Double IPA,regular
Fernie The Real Peel,Fernie Brewing Co.,IPA - Flavored,series seasonal
Twin Sails Koko B. Ware,Twin Sails Brewing,Stout - Imperial,special seasonal
Parallel 49 Barley Wine - Bourbon Barrel Aged,Parallel 49 Brewing Company,Barley Wine / Wheat Wine / Rye Wine,winter seasonal
Powell Right Kind of Crazy Double IPA,Powell Brewery,IIPA DIPA - Imperial / Double IPA,regular
Parallel 49 Parallelogram Oatmeal Coffee Porter,Parallel 49 Brewing Company,Porter - Flavored,special seasonal
Granville Island Gastown Amber Ale,Granville Island Brewing (Six Pints - Molson Coors),Red Ale / International Amber Ale,regular
Superflux Supernelson,Superflux Beer Company,IPA - Hazy (NEIPA),regular
Persephone Smoked Porter,Persephone Brewing Company,Porter - Smoked,special seasonal
Twin Sails Orange Slices,Twin Sails Brewing,IIPA DIPA - Imperial / Double IPA,special seasonal
Parallel 49 / Four Winds Boys Are Back in Town (Nectarface),Parallel 49 Brewing Company,Sour / Wild Beer,special seasonal
Swans Legacy Ale,Swans Brewery,Barley Wine / Wheat Wine / Rye Wine,special seasonal
Four Winds Josta,Four Winds Brewing Co.,Sour / Wild Beer,regular
Driftwood De Auras Wheat Sour,Driftwood Brewery,Sour / Wild Beer,special seasonal
Twin Sails Good Clean Fun,Twin Sails Brewing,IPA,regular
R&B Enigma Kettle Sour,R&B Brewing Co.,Sour / Wild Beer,regular
Fuggles Rei Boysenberry Sour,Fuggles Beer,Sour / Wild Beer - Flavored,special seasonal
Bowen Island Sea Spray Amber Ale,Kamloops Brewing (NorthAm Beverages),Red Ale / International Amber Ale,regular
Twin Sails #1 Dad IPA,Twin Sails Brewing,IPA,special seasonal
Fuggles Raiden Black Rye IPA,Fuggles Beer,IPA - Rye,summer seasonal
Central City The Hobbit: Smaug Stout,Central City Brewers + Distillers,Stout - Imperial,special seasonal
Strange Fellows / Crooked Stave Thick as Thieves Provisional Wild Saison,Strange Fellows Brewing,Sour / Wild Beer,regular
Twin Sails Con Leche - Bourbon Barrel (2020),Twin Sails Brewing,Stout - Imperial Flavored / Pastry,regular
Strange Fellows Nocturnum Dark IPA,Strange Fellows Brewing,IPA - Black / Brown / Cascadian Dark,regular
Ravens Hot Chocolate Porter,Ravens Brewing Co.,Porter - Flavored,special seasonal
Cannery Knucklehead Pumpkin Ale,Cannery Brewing,Flavored - Other,autumn seasonal
33 Acres of Echo,33 Acres Brewing Co.,ISA - Session IPA,regular
Steamworks Cold IPA,Steamworks Brewing Co. (Canada),IPA,regular
Twin Sails On Three,Twin Sails Brewing,IIPA DIPA - Imperial / Double IPA,special seasonal
Temporal Artisan Ales Infinite Syzygy,Temporal Artisan Ales,Barley Wine / Wheat Wine / Rye Wine,regular
Backcountry Off the Top Ropes,Backcountry Brewing (Canada),IIPA DIPA - Imperial / Double IPA,special seasonal
Twin Sails / Boombox Canadian Heavyweight Champ,Twin Sails Brewing,Stout - Imperial,regular
Vancouver Island 48 Dark Lager,Vancouver Island Brewing,Schwarzbier / Black Lager,regular
Twin Sails Bachelor Pad,Twin Sails Brewing,IIPA DIPA - Imperial / Double IPA,special seasonal
Dead Frog Pale Ale,Dead Frog Brewery,Pale Ale - English,regular
Backcountry Keep the Change Ya Filthy Animal BA (2021) - Heaven Hill,Backcountry Brewing (Canada),Stout - Imperial Flavored / Pastry,regular
Twin Sails Dad Jokes,Twin Sails Brewing,IIPA DIPA - Imperial / Double IPA,regular
Field House Anniversary Imperial Stout,Field House Brewing Co.,Stout - Imperial,regular
"Superflux Heavy Fruit - Strawberry, Raspberry, Blackberry",Superflux Beer Company,Flavored - Fruit,regular
Longwood The Big One,Longwood Brewery,IPA,regular
Brassneck Klutz Kolsch,Brassneck Brewery,Kölsch / Kölsch-Style,special seasonal
Phillips Trainwreck Barley Wine,Phillips Brewing & Malting Co.,Barley Wine / Wheat Wine / Rye Wine,winter seasonal
Persephone Goddess Golden Ale,Persephone Brewing Company,Blonde Ale / Golden Ale,regular
Steamworks Craft Lager,Steamworks Brewing Co. (Canada),Pale Lager - American,regular
Steamworks Hazy Pale Ale,Steamworks Brewing Co. (Canada),Pale Ale - Hazy / New England,regular
The Parkside Dim Wit,The Parkside Brewery (Canada),Witbier / Belgian White Ale,summer seasonal
Red Truck Round Trip Amber Ale,Red Truck Beer Company (MJG - Mark James Group),Red Ale / International Amber Ale,regular
Prohibition Lawless IPA,Prohibition Brewing Co. (OP Brands),IPA,regular
Brassneck Inertia Imperial Stout,Brassneck Brewery,Stout - Imperial,regular
Central City / TrailWay Three Beasts,Central City Brewers + Distillers,IPA,regular
Driftwood Windcatcher,Driftwood Brewery,Sour / Wild Beer,regular
Vancouver Island Hermannator Ice Bock 2018,Vancouver Island Brewing,Bock - Eisbock,special seasonal
Russell Hop Therapy India Session Ale,Russell Brewing Co.,ISA - Session IPA,regular
Tofino Cosmic Wave Double IPA,Tofino Brewing Company,IIPA DIPA - Imperial / Double IPA,special seasonal
Twin Sails The Little Things - Nelson Sauvin,Twin Sails Brewing,IPA,series seasonal
Category 12 Big Data,Category 12 Brewing,IIPA DIPA - Imperial / Double IPA,regular
Parallel 49 Robo Ruby Imperial Ruby Ale,Parallel 49 Brewing Company,Strong Ale - American,special seasonal
Twin Sails Seshy,Twin Sails Brewing,ISA - Session IPA,special seasonal
Fuggles Shiva Session White IPA,Fuggles Beer,IPA - White,summer seasonal
Spinnakers Hoptoria IPA,Spinnakers Brewpub,IPA,regular
Longwood Winter's Own,Longwood Brewery,Weissbier - Weizenbock,winter seasonal
Boombox Midnight Train - Rum Barrel,Boombox Brewing Company,Stout - Imperial,regular
Parallel 49 Cobra Clutch,Parallel 49 Brewing Company,IIPA DIPA - Imperial / Double Hazy (NEIPA),regular
Boombox Don't Call It a Comeback,Boombox Brewing Company,IIPA DIPA - Imperial / Double IPA,regular
Backcountry / Bullet Premonition DIPA,Backcountry Brewing (Canada),IIPA DIPA - Imperial / Double IPA,special seasonal
"Brassneck Nebulousness - Mosaic, Ekuanot",Brassneck Brewery,IPA - Hazy (NEIPA),special seasonal
Central City / Black Bridge Wide Open Spaces,Central City Brewers + Distillers,Zwickelbier / Kellerbier / Landbier,special seasonal
Superflux Romantic Devastation,Superflux Beer Company,Stout - Imperial,special seasonal
Dead Frog Citra IPA,Dead Frog Brewery,IPA,regular
Parallel 49 Trifecta Hopfenweisse,Parallel 49 Brewing Company,Wheat Ale - India / Hopfenweisse,summer seasonal
Parallel 49 Hopnotist,Parallel 49 Brewing Company,IIPA DIPA - Imperial / Double IPA,regular
Four Winds Malted Oat Porter,Four Winds Brewing Co.,Porter,special seasonal
Steamworks Sauvage Wild Ale,Steamworks Brewing Co. (Canada),Sour / Wild Beer,regular
Steamworks Nirvana Nut Brown Ale,Steamworks Brewing Co. (Canada),Brown Ale,regular
Four Winds Dbl Jux,Four Winds Brewing Co.,IIPA DIPA - Imperial / Double IPA,regular
Strange Fellows Cyclhops Galaxy IPA,Strange Fellows Brewing,IPA,series seasonal
Strange Fellows Guardian White IPA,Strange Fellows Brewing,IPA - White,regular
Parallel 49 Space Kitty,Parallel 49 Brewing Company,IPA - Hazy (NEIPA),regular
Central City Mayor Kölsch,Central City Brewers + Distillers,Kölsch / Kölsch-Style,regular
Steel & Oak Windrose,Steel & Oak Brewing Co.,Porter,regular
Vancouver Island Nanaimo Bar Imperial Porter,Vancouver Island Brewing,Porter - Imperial Flavored,regular
Granville Island Shipload of Hops Imperial IPA,Granville Island Brewing (Six Pints - Molson Coors),IIPA DIPA - Imperial / Double IPA,summer seasonal
Steel & Oak Red Pilsner,Steel & Oak Brewing Co.,Amber Lager - International / Vienna,regular
Brassneck Massive Aggressive,Brassneck Brewery,IIPA DIPA - Imperial / Double IPA,special seasonal
Spinnakers Irish Stout,Spinnakers Brewpub,Stout - Dry / Irish,special seasonal
Vancouver Island Broken Islands Hazy IPA,Vancouver Island Brewing,IPA - Hazy (NEIPA),regular
Four Winds / Le Trou du Diable Exil d'Eden,Four Winds Brewing Co.,Sour / Wild Beer - Flavored,special seasonal
Phillips Pandamonium,Phillips Brewing & Malting Co.,IPA - Hazy (NEIPA),regular
Off the Rail Psycle Path Lager,Off the Rail Brewing Co.,Pale Lager - International / Premium,regular
Yellow Dog / Breakside POMO-PDX,Yellow Dog Brewing Co.,IPA,special seasonal
Parallel 49 / Axe & Barrel Paranoid,Parallel 49 Brewing Company,Sour / Wild Beer,special seasonal
Tofino Dawn Patrol Coffee Porter,Tofino Brewing Company,Porter - Flavored,winter seasonal
Bomber Apex Barleywine,Bomber Brewing,Barley Wine / Wheat Wine / Rye Wine,winter seasonal
Brassneck Small Wonder Table Saison,Brassneck Brewery,Saison / Farmhouse / Grisette,regular
Nelson Blackheart Oatmeal Stout,Nelson Brewing Co.,Stout - Oatmeal,regular
Lighthouse Keepers Stout,Lighthouse Brewing Co. (Canada),Stout,regular
Temporal Artisan Ales Apparent Horizon,Temporal Artisan Ales,Sour / Wild Beer,special seasonal
Old Abbey Ales Belgian Quad,Old Abbey Ales,Quadrupel / Abt,regular
Lighthouse Race Rocks Ale,Lighthouse Brewing Co. (Canada),Scottish Ale,regular
Temporal Artisan Ales V.B. Novum,Temporal Artisan Ales,Traditional Ale - Other,regular
Deep Cove Luminescent Porter,Deep Cove Brewers and Distillers,Porter,regular
Main Street American Style Barley Wine 2018 (Heaven Hill),Main Street Brewing (Canada),Barley Wine / Wheat Wine / Rye Wine,regular
Longwood India Pale Ale,Longwood Brewery,IPA,regular
Twin Sails / Boombox / Backcountry It's About Time,Twin Sails Brewing,IIPA DIPA - Imperial / Double IPA,special seasonal
Cannery Kiek In De Kök Baltic Porter,Cannery Brewing,Porter - Baltic,winter seasonal
Twin Sails Imperial Stout - Bourbon Barrel,Twin Sails Brewing,Stout - Imperial,special seasonal
Brassneck Whirley Whirley,Brassneck Brewery,IPA - Hazy (NEIPA),special seasonal
Driftwood Abyssus Kriek,Driftwood Brewery,Sour / Wild Beer - Flavored,regular
Old Yale Knotty Blonde,Old Yale Brewing Co.,Blonde Ale / Golden Ale,regular
Twin Sails One More Question,Twin Sails Brewing,IPA - Hazy (NEIPA),special seasonal
Superflux Velvetone,Superflux Beer Company,IIPA DIPA - Imperial / Double Hazy (NEIPA),regular
Brassneck One Trick Pony - Amarillo,Brassneck Brewery,IIPA DIPA - Imperial / Double IPA,series seasonal
Twin Sails / Boombox Heavy Weight Champ,Twin Sails Brewing,Stout - Imperial,special seasonal
Bomber Bike Route Best Bitter,Bomber Brewing,Bitter - Ordinary / Best,summer seasonal
Steel & Oak / Dageraad The Suburbs IPA,Steel & Oak Brewing Co.,IPA,regular
Brassneck Ambiguation,Brassneck Brewery,Sour / Wild Beer,regular
Barnside Batch 100 Estate Barleywine,Barnside Brewing Co.,Barley Wine / Wheat Wine / Rye Wine,regular
Four Winds Bloom,Four Winds Brewing Co.,Sour / Wild Beer,series seasonal
The Tin Whistle Scorpion Double IPA,The Tin Whistle Brewing Company,IIPA DIPA - Imperial / Double IPA,regular
Moon Under Water Farmhouse Gruit,Moon Under Water Brewery,Gruit,special seasonal
Boombox Synthwave,Boombox Brewing Company,IIPA DIPA - Imperial / Double Hazy (NEIPA),special seasonal
Russell Naughty & Spiced Porter,Russell Brewing Co.,Porter - Flavored,winter seasonal
Twin Sails Cookie Jar,Twin Sails Brewing,Stout - Oatmeal,regular
Dageraad 8°,Dageraad Brewing,Belgian Ale - Strong Dark,regular
Steamworks Hefeweizen (Skinny Tire),Steamworks Brewing Co. (Canada),Weissbier - Hefeweizen,winter seasonal
Fuggles Icarus,Fuggles Beer,Saison / Farmhouse / Grisette,regular
